Platform,File Name,Class,Start Line,End Line,Displacement,Level
chatgpt,gpt-12.py,Simple If statements,5,10,4,A1
chatgpt,gpt-12.py,Simple If statements,13,18,4,A1
chatgpt,gpt-12.py,Function with Simple argument,1,22,0,A1
chatgpt,gpt-12.py,Return,22,22,4,A1
chatgpt,gpt-12.py,Return,10,10,8,A1
chatgpt,gpt-12.py,Return,18,18,8,A1
chatgpt,gpt-120.py,Simple Tuple,1,1,9,A1
chatgpt,gpt-120.py,Print,7,7,0,A1
chatgpt,gpt-120.py,Generator Expression,4,4,14,C1
chatgpt,gpt-120.py,Simple Assignment,1,1,0,A1
chatgpt,gpt-120.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-121.py,Print,7,7,0,A1
chatgpt,gpt-121.py,Simple Atributte,4,4,19,A2
chatgpt,gpt-121.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-121.py,From,1,1,0,A2
chatgpt,gpt-122.py,Print,10,10,0,A1
chatgpt,gpt-122.py,Simple Atributte,7,7,14,A2
chatgpt,gpt-122.py,Simple Atributte,10,10,6,A2
chatgpt,gpt-122.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-122.py,Simple Assignment,7,7,0,A1
chatgpt,gpt-122.py,From,1,1,0,A2
chatgpt,gpt-123.py,Print,10,10,0,A1
chatgpt,gpt-123.py,Simple Atributte,10,10,6,A2
chatgpt,gpt-123.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-123.py,Assigment with sum (total = total + 1),7,7,0,A1
chatgpt,gpt-123.py,From,1,1,0,A2
chatgpt,gpt-124.py,Print,7,7,0,A1
chatgpt,gpt-124.py,Simple Atributte,7,7,6,A2
chatgpt,gpt-124.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-124.py,From,1,1,0,A2
chatgpt,gpt-125.py,Print,10,10,0,A1
chatgpt,gpt-125.py,Simple Atributte,7,7,14,A2
chatgpt,gpt-125.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-125.py,Simple Assignment,7,7,0,A1
chatgpt,gpt-125.py,From,1,1,0,A2
chatgpt,gpt-126.py,Print,10,10,0,A1
chatgpt,gpt-126.py,Simple Atributte,10,10,6,A2
chatgpt,gpt-126.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-126.py,Assigment with sum (total = total + 1),7,7,0,A1
chatgpt,gpt-126.py,From,1,1,0,A2
chatgpt,gpt-127.py,Print,7,7,0,A1
chatgpt,gpt-127.py,Simple Atributte,4,4,22,A2
chatgpt,gpt-127.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-127.py,Import,1,1,0,A2
chatgpt,gpt-128.py,Print,10,10,0,A1
chatgpt,gpt-128.py,Simple Atributte,7,7,14,A2
chatgpt,gpt-128.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-128.py,Simple Assignment,7,7,0,A1
chatgpt,gpt-128.py,From,1,1,0,A2
chatgpt,gpt-129.py,Print,11,11,0,A1
chatgpt,gpt-129.py,Simple Atributte,5,5,13,A2
chatgpt,gpt-129.py,Simple Assignment,5,5,0,A1
chatgpt,gpt-129.py,Assigment with sum (total = total + 1),8,8,0,A1
chatgpt,gpt-129.py,From,1,1,0,A2
chatgpt,gpt-129.py,From,2,2,0,A2
chatgpt,gpt-13.py,'range' call function,3,3,13,A2
chatgpt,gpt-13.py,'range' call function,5,5,17,A2
chatgpt,gpt-13.py,Print,7,7,8,A1
chatgpt,gpt-13.py,Print,6,6,12,A1
chatgpt,gpt-13.py,1 Nested For Loop,3,7,4,A2
chatgpt,gpt-13.py,Simple For Loop,5,6,8,A1
chatgpt,gpt-13.py,Function,1,7,0,A1
chatgpt,gpt-130.py,Print,11,11,0,A1
chatgpt,gpt-130.py,Simple Atributte,11,11,6,A2
chatgpt,gpt-130.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-130.py,Simple Assignment,5,5,0,A1
chatgpt,gpt-130.py,Assigment with sum (total = total + 1),8,8,0,A1
chatgpt,gpt-130.py,From,1,1,0,A2
chatgpt,gpt-131.py,Print,11,11,0,A1
chatgpt,gpt-131.py,Print,12,12,0,A1
chatgpt,gpt-131.py,Simple Atributte,11,11,20,A2
chatgpt,gpt-131.py,Simple Atributte,12,12,18,A2
chatgpt,gpt-131.py,Simple Atributte,4,4,8,A2
chatgpt,gpt-131.py,Simple Atributte,5,5,8,A2
chatgpt,gpt-131.py,Simple Assignment,8,8,0,A1
chatgpt,gpt-131.py,Simple Assignment,4,4,8,A1
chatgpt,gpt-131.py,Simple Assignment,5,5,8,A1
chatgpt,gpt-131.py,Function with Simple argument,3,5,4,A1
chatgpt,gpt-131.py,Simple Class  Using the constructor method --> __init__,1,5,0,B1
chatgpt,gpt-132.py,'pass' statement,2,2,4,B1
chatgpt,gpt-132.py,Simple Class ,1,2,0,B1
chatgpt,gpt-133.py,Print,16,16,0,A1
chatgpt,gpt-133.py,Print,17,17,0,A1
chatgpt,gpt-133.py,Print,18,18,0,A1
chatgpt,gpt-133.py,Simple Atributte,4,4,8,A2
chatgpt,gpt-133.py,Simple Atributte,5,5,8,A2
chatgpt,gpt-133.py,Simple Atributte,6,6,8,A2
chatgpt,gpt-133.py,Simple Atributte,16,16,23,A2
chatgpt,gpt-133.py,Simple Atributte,17,17,16,A2
chatgpt,gpt-133.py,Simple Atributte,18,18,18,A2
chatgpt,gpt-133.py,Simple Assignment,13,13,0,A1
chatgpt,gpt-133.py,Simple Assignment,4,4,8,A1
chatgpt,gpt-133.py,Simple Assignment,5,5,8,A1
chatgpt,gpt-133.py,Simple Assignment,6,6,8,A1
chatgpt,gpt-133.py,'pass' statement,10,10,4,B1
chatgpt,gpt-133.py,Function with Simple argument,3,6,4,A1
chatgpt,gpt-133.py,Simple Class  Using the constructor method --> __init__,2,6,0,B1
chatgpt,gpt-133.py,Inherited Class from Vehicle,9,10,0,B1
chatgpt,gpt-134.py,Print,21,21,0,A1
chatgpt,gpt-134.py,Simple Atributte,4,4,8,A2
chatgpt,gpt-134.py,Simple Atributte,5,5,8,A2
chatgpt,gpt-134.py,Simple Atributte,6,6,8,A2
chatgpt,gpt-134.py,Simple Atributte,21,21,6,A2
chatgpt,gpt-134.py,Simple Atributte,9,9,44,A2
chatgpt,gpt-134.py,Simple Assignment,18,18,0,A1
chatgpt,gpt-134.py,Simple Assignment,4,4,8,A1
chatgpt,gpt-134.py,Simple Assignment,5,5,8,A1
chatgpt,gpt-134.py,Simple Assignment,6,6,8,A1
chatgpt,gpt-134.py,Function with Simple argument,3,6,4,A1
chatgpt,gpt-134.py,Function with Simple argument,8,9,4,A1
chatgpt,gpt-134.py,Function with Simple argument with Default argument,14,15,4,A2
chatgpt,gpt-134.py,Return,9,9,8,A1
chatgpt,gpt-134.py,Return,15,15,8,A1
chatgpt,gpt-134.py,Simple Class  Using the constructor method --> __init__,2,9,0,B1
chatgpt,gpt-134.py,Inherited Class from Vehicle,12,15,0,B1
chatgpt,gpt-135.py,Print,24,24,0,A1
chatgpt,gpt-135.py,Print,27,27,0,A1
chatgpt,gpt-135.py,Simple Atributte,7,7,8,A2
chatgpt,gpt-135.py,Simple Atributte,8,8,8,A2
chatgpt,gpt-135.py,Simple Atributte,9,9,8,A2
chatgpt,gpt-135.py,Simple Atributte,24,24,16,A2
chatgpt,gpt-135.py,Simple Atributte,24,24,50,A2
chatgpt,gpt-135.py,Simple Atributte,24,24,76,A2
chatgpt,gpt-135.py,Simple Atributte,24,24,109,A2
chatgpt,gpt-135.py,Simple Atributte,27,27,16,A2
chatgpt,gpt-135.py,Simple Atributte,27,27,47,A2
chatgpt,gpt-135.py,Simple Atributte,27,27,70,A2
chatgpt,gpt-135.py,Simple Atributte,27,27,100,A2
chatgpt,gpt-135.py,Simple Assignment,20,20,0,A1
chatgpt,gpt-135.py,Simple Assignment,21,21,0,A1
chatgpt,gpt-135.py,Simple Assignment,4,4,4,A1
chatgpt,gpt-135.py,Simple Assignment,7,7,8,A1
chatgpt,gpt-135.py,Simple Assignment,8,8,8,A1
chatgpt,gpt-135.py,Simple Assignment,9,9,8,A1
chatgpt,gpt-135.py,'pass' statement,13,13,4,B1
chatgpt,gpt-135.py,'pass' statement,17,17,4,B1
chatgpt,gpt-135.py,Function with Simple argument,6,9,4,A1
chatgpt,gpt-135.py,Simple Class ,2,9,0,B1
chatgpt,gpt-135.py,Inherited Class from Vehicle,12,13,0,B1
chatgpt,gpt-135.py,Inherited Class from Vehicle,16,17,0,B1
chatgpt,gpt-136.py,Print,24,24,0,A1
chatgpt,gpt-136.py,Super Function,16,16,21,C2
chatgpt,gpt-136.py,Simple Atributte,4,4,8,A2
chatgpt,gpt-136.py,Simple Atributte,5,5,8,A2
chatgpt,gpt-136.py,Simple Atributte,6,6,8,A2
chatgpt,gpt-136.py,Simple Atributte,24,24,28,A2
chatgpt,gpt-136.py,Simple Atributte,10,10,15,A2
chatgpt,gpt-136.py,Simple Atributte,16,16,21,A2
chatgpt,gpt-136.py,Simple Assignment,21,21,0,A1
chatgpt,gpt-136.py,Simple Assignment,4,4,8,A1
chatgpt,gpt-136.py,Simple Assignment,5,5,8,A1
chatgpt,gpt-136.py,Simple Assignment,6,6,8,A1
chatgpt,gpt-136.py,Simple Assignment,16,16,8,A1
chatgpt,gpt-136.py,Assigment with sum (total = total + 1),17,17,8,A1
chatgpt,gpt-136.py,Function with Simple argument,3,6,4,A1
chatgpt,gpt-136.py,Function with Simple argument,9,10,4,A1
chatgpt,gpt-136.py,Function with Simple argument,15,18,4,A1
chatgpt,gpt-136.py,Return,10,10,8,A1
chatgpt,gpt-136.py,Return,18,18,8,A1
chatgpt,gpt-136.py,Simple Class  Using the constructor method --> __init__,2,10,0,B1
chatgpt,gpt-136.py,Inherited Class from Vehicle,13,18,0,B1
chatgpt,gpt-137.py,Print,16,16,0,A1
chatgpt,gpt-137.py,Print,19,19,0,A1
chatgpt,gpt-137.py,Print,20,20,0,A1
chatgpt,gpt-137.py,Simple Atributte,4,4,8,A2
chatgpt,gpt-137.py,Simple Atributte,5,5,8,A2
chatgpt,gpt-137.py,Simple Atributte,6,6,8,A2
chatgpt,gpt-137.py,Simple Assignment,13,13,0,A1
chatgpt,gpt-137.py,Simple Assignment,4,4,8,A1
chatgpt,gpt-137.py,Simple Assignment,5,5,8,A1
chatgpt,gpt-137.py,Simple Assignment,6,6,8,A1
chatgpt,gpt-137.py,'pass' statement,10,10,4,B1
chatgpt,gpt-137.py,Function with Simple argument,3,6,4,A1
chatgpt,gpt-137.py,Simple Class  Using the constructor method --> __init__,2,6,0,B1
chatgpt,gpt-137.py,Inherited Class from Vehicle,9,10,0,B1
chatgpt,gpt-138.py,Print,16,16,0,A1
chatgpt,gpt-138.py,Simple Atributte,4,4,8,A2
chatgpt,gpt-138.py,Simple Atributte,5,5,8,A2
chatgpt,gpt-138.py,Simple Atributte,6,6,8,A2
chatgpt,gpt-138.py,Simple Assignment,13,13,0,A1
chatgpt,gpt-138.py,Simple Assignment,4,4,8,A1
chatgpt,gpt-138.py,Simple Assignment,5,5,8,A1
chatgpt,gpt-138.py,Simple Assignment,6,6,8,A1
chatgpt,gpt-138.py,'pass' statement,10,10,4,B1
chatgpt,gpt-138.py,Function with Simple argument,3,6,4,A1
chatgpt,gpt-138.py,Simple Class  Using the constructor method --> __init__,2,6,0,B1
chatgpt,gpt-138.py,Inherited Class from Vehicle,9,10,0,B1
chatgpt,gpt-139.py,Simple Dictionary,4,4,7,A2
chatgpt,gpt-139.py,Print,10,10,0,A1
chatgpt,gpt-139.py,Simple Atributte,7,7,12,A2
chatgpt,gpt-139.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-139.py,Simple Assignment,7,7,0,A1
chatgpt,gpt-139.py,Import,1,1,0,A2
chatgpt,gpt-14.py,'range' call function,6,6,13,A2
chatgpt,gpt-14.py,Print,8,8,8,A1
chatgpt,gpt-14.py,Simple Assignment,3,3,4,A1
chatgpt,gpt-14.py,Simple For Loop,6,8,4,A1
chatgpt,gpt-14.py,Function,1,8,0,A1
chatgpt,gpt-140.py,Print,10,10,0,A1
chatgpt,gpt-140.py,Simple Atributte,7,7,14,A2
chatgpt,gpt-140.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-140.py,Simple Assignment,7,7,0,A1
chatgpt,gpt-140.py,Import,1,1,0,A2
chatgpt,gpt-141.py,Simple Tuple,7,7,58,A1
chatgpt,gpt-141.py,Simple Dictionary,4,4,13,A2
chatgpt,gpt-141.py,Print,10,10,0,A1
chatgpt,gpt-141.py,Simple Atributte,7,7,14,A2
chatgpt,gpt-141.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-141.py,Simple Assignment,7,7,0,A1
chatgpt,gpt-141.py,Import,1,1,0,A2
chatgpt,gpt-142.py,Simple Dictionary,4,4,13,A2
chatgpt,gpt-142.py,Print,14,14,0,A1
chatgpt,gpt-142.py,Files --> 'open' call function,10,10,5,A2
chatgpt,gpt-142.py,Files --> 'write' call function,11,11,4,A2
chatgpt,gpt-142.py,Simple Atributte,7,7,14,A2
chatgpt,gpt-142.py,Simple Atributte,11,11,4,A2
chatgpt,gpt-142.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-142.py,Simple Assignment,7,7,0,A1
chatgpt,gpt-142.py,Import,1,1,0,A2
chatgpt,gpt-142.py,With,10,11,0,B1
chatgpt,gpt-143.py,Print,20,20,0,A1
chatgpt,gpt-143.py,Simple Atributte,17,17,14,A2
chatgpt,gpt-143.py,Simple Assignment,4,14,0,A1
chatgpt,gpt-143.py,Simple Assignment,17,17,0,A1
chatgpt,gpt-143.py,Import,1,1,0,A2
chatgpt,gpt-144.py,Simple Dictionary,12,16,15,A2
chatgpt,gpt-144.py,Print,25,25,0,A1
chatgpt,gpt-144.py,Simple Atributte,22,22,15,A2
chatgpt,gpt-144.py,Simple Atributte,6,6,8,A2
chatgpt,gpt-144.py,Simple Atributte,7,7,8,A2
chatgpt,gpt-144.py,Simple Atributte,8,8,8,A2
chatgpt,gpt-144.py,Simple Atributte,22,22,26,A2
chatgpt,gpt-144.py,Simple Atributte,13,13,20,A2
chatgpt,gpt-144.py,Simple Atributte,14,14,22,A2
chatgpt,gpt-144.py,Simple Atributte,15,15,21,A2
chatgpt,gpt-144.py,Simple Assignment,19,19,0,A1
chatgpt,gpt-144.py,Simple Assignment,22,22,0,A1
chatgpt,gpt-144.py,Simple Assignment,6,6,8,A1
chatgpt,gpt-144.py,Simple Assignment,7,7,8,A1
chatgpt,gpt-144.py,Simple Assignment,8,8,8,A1
chatgpt,gpt-144.py,Import,1,1,0,A2
chatgpt,gpt-144.py,Function with Simple argument,5,8,4,A1
chatgpt,gpt-144.py,Function with Simple argument,11,16,4,A1
chatgpt,gpt-144.py,Return,12,16,8,A1
chatgpt,gpt-144.py,Simple Class  Using the constructor method --> __init__,4,16,0,B1
chatgpt,gpt-145.py,Print,28,28,0,A1
chatgpt,gpt-145.py,Print,29,29,0,A1
chatgpt,gpt-145.py,Print,30,30,0,A1
chatgpt,gpt-145.py,Simple Atributte,22,22,7,A2
chatgpt,gpt-145.py,Simple Atributte,28,28,6,A2
chatgpt,gpt-145.py,Simple Atributte,29,29,6,A2
chatgpt,gpt-145.py,Simple Atributte,30,30,6,A2
chatgpt,gpt-145.py,Simple Atributte,6,6,8,A2
chatgpt,gpt-145.py,Simple Atributte,7,7,8,A2
chatgpt,gpt-145.py,Simple Atributte,8,8,8,A2
chatgpt,gpt-145.py,Simple Atributte,12,12,31,A2
chatgpt,gpt-145.py,Simple Atributte,12,12,51,A2
chatgpt,gpt-145.py,Simple Atributte,12,12,72,A2
chatgpt,gpt-145.py,Simple Assignment,15,19,0,A1
chatgpt,gpt-145.py,Simple Assignment,22,22,0,A1
chatgpt,gpt-145.py,Simple Assignment,25,25,0,A1
chatgpt,gpt-145.py,Simple Assignment,6,6,8,A1
chatgpt,gpt-145.py,Simple Assignment,7,7,8,A1
chatgpt,gpt-145.py,Simple Assignment,8,8,8,A1
chatgpt,gpt-145.py,Import,1,1,0,A2
chatgpt,gpt-145.py,Function with Simple argument,5,8,4,A1
chatgpt,gpt-145.py,Function with Simple argument,11,12,4,A1
chatgpt,gpt-145.py,Return,12,12,8,A1
chatgpt,gpt-145.py,Simple Class  Using the constructor method --> __init__,4,12,0,B1
chatgpt,gpt-146.py,Print,20,20,4,A1
chatgpt,gpt-146.py,Print,22,22,4,A1
chatgpt,gpt-146.py,Print,35,35,4,A1
chatgpt,gpt-146.py,Print,36,36,4,A1
chatgpt,gpt-146.py,Simple Atributte,21,21,7,A2
chatgpt,gpt-146.py,Simple Atributte,19,19,11,A2
chatgpt,gpt-146.py,Simple Assignment,4,14,0,A1
chatgpt,gpt-146.py,Simple Assignment,19,19,4,A1
chatgpt,gpt-146.py,Simple Assignment,24,34,4,A1
chatgpt,gpt-146.py,Import,1,1,0,A2
chatgpt,gpt-146.py,Exception --> try/except,17,36,0,B1
chatgpt,gpt-147.py,Print,32,32,0,A1
chatgpt,gpt-147.py,Simple Atributte,26,26,7,A2
chatgpt,gpt-147.py,Simple List Comprehension,29,29,14,C1
chatgpt,gpt-147.py,Simple Assignment,4,23,0,A1
chatgpt,gpt-147.py,Simple Assignment,26,26,0,A1
chatgpt,gpt-147.py,Simple Assignment,29,29,0,A1
chatgpt,gpt-147.py,Import,1,1,0,A2
chatgpt,gpt-148.py,4 Nested List,4,4,17,A2
chatgpt,gpt-148.py,Simple List,4,4,18,A1
chatgpt,gpt-148.py,Simple List,4,4,34,A1
chatgpt,gpt-148.py,Simple List,4,4,46,A1
chatgpt,gpt-148.py,Simple List,4,4,60,A1
chatgpt,gpt-148.py,Print,7,7,0,A1
chatgpt,gpt-148.py,Print,8,8,0,A1
chatgpt,gpt-148.py,Print,11,11,0,A1
chatgpt,gpt-148.py,Print,12,12,0,A1
chatgpt,gpt-148.py,Print,13,13,0,A1
chatgpt,gpt-148.py,Print,14,14,0,A1
chatgpt,gpt-148.py,Simple Atributte,4,4,8,A2
chatgpt,gpt-148.py,Simple Atributte,4,4,75,A2
chatgpt,gpt-148.py,Simple Atributte,12,12,25,A2
chatgpt,gpt-148.py,Simple Atributte,13,13,30,A2
chatgpt,gpt-148.py,Simple Atributte,14,14,53,A2
chatgpt,gpt-148.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-148.py,Import with 'as' extension ,1,1,0,B1
chatgpt,gpt-149.py,Print,10,10,0,A1
chatgpt,gpt-149.py,Print,11,11,0,A1
chatgpt,gpt-149.py,Simple Atributte,4,4,8,A2
chatgpt,gpt-149.py,Simple Atributte,7,7,17,A2
chatgpt,gpt-149.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-149.py,Simple Assignment,7,7,0,A1
chatgpt,gpt-149.py,Import with 'as' extension ,1,1,0,B1
chatgpt,gpt-15.py,Print,9,9,0,A1
chatgpt,gpt-15.py,Print,14,14,0,A1
chatgpt,gpt-15.py,Simple Assignment,6,6,0,A1
chatgpt,gpt-15.py,Simple Assignment,7,7,0,A1
chatgpt,gpt-15.py,Simple Assignment,8,8,0,A1
chatgpt,gpt-15.py,Simple Assignment,11,11,0,A1
chatgpt,gpt-15.py,Simple Assignment,12,12,0,A1
chatgpt,gpt-15.py,Simple Assignment,13,13,0,A1
chatgpt,gpt-15.py,Function with Simple argument,1,3,0,A1
chatgpt,gpt-15.py,Return,3,3,4,A1
chatgpt,gpt-150.py,3 Nested List,4,4,23,A2
chatgpt,gpt-150.py,Simple List,4,4,24,A1
chatgpt,gpt-150.py,Simple List,4,4,38,A1
chatgpt,gpt-150.py,Simple List,4,4,52,A1
chatgpt,gpt-150.py,Simple Tuple,11,11,27,A1
chatgpt,gpt-150.py,Print,7,7,0,A1
chatgpt,gpt-150.py,Print,8,8,0,A1
chatgpt,gpt-150.py,Print,12,12,0,A1
chatgpt,gpt-150.py,Print,13,13,0,A1
chatgpt,gpt-150.py,Simple Atributte,4,4,14,A2
chatgpt,gpt-150.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-150.py,Simple Assignment,11,11,0,A1
chatgpt,gpt-150.py,Import with 'as' extension ,1,1,0,B1
chatgpt,gpt-151.py,5 Nested List,4,6,23,A2
chatgpt,gpt-151.py,Simple List,4,4,24,A1
chatgpt,gpt-151.py,Simple List,4,4,39,A1
chatgpt,gpt-151.py,Simple List,5,5,24,A1
chatgpt,gpt-151.py,Simple List,5,5,42,A1
chatgpt,gpt-151.py,Simple List,6,6,24,A1
chatgpt,gpt-151.py,Simple Tuple,13,13,21,A1
chatgpt,gpt-151.py,Print,9,9,0,A1
chatgpt,gpt-151.py,Print,10,10,0,A1
chatgpt,gpt-151.py,Print,16,16,0,A1
chatgpt,gpt-151.py,Print,17,17,0,A1
chatgpt,gpt-151.py,Simple Atributte,4,4,14,A2
chatgpt,gpt-151.py,Simple Assignment,4,6,0,A1
chatgpt,gpt-151.py,Simple Assignment,13,13,0,A1
chatgpt,gpt-151.py,Import with 'as' extension ,1,1,0,B1
chatgpt,gpt-152.py,2 Nested List,4,4,20,A2
chatgpt,gpt-152.py,2 Nested List,5,5,20,A2
chatgpt,gpt-152.py,Simple List,4,4,21,A1
chatgpt,gpt-152.py,Simple List,4,4,32,A1
chatgpt,gpt-152.py,Simple List,5,5,21,A1
chatgpt,gpt-152.py,Simple List,5,5,35,A1
chatgpt,gpt-152.py,Print,11,11,0,A1
chatgpt,gpt-152.py,Print,12,12,0,A1
chatgpt,gpt-152.py,Print,18,18,0,A1
chatgpt,gpt-152.py,Print,19,19,0,A1
chatgpt,gpt-152.py,Simple Atributte,4,4,11,A2
chatgpt,gpt-152.py,Simple Atributte,5,5,11,A2
chatgpt,gpt-152.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-152.py,Simple Assignment,5,5,0,A1
chatgpt,gpt-152.py,Assigment with sum (total = total + 1),8,8,0,A1
chatgpt,gpt-152.py,Assigment with sum (total = total + 1),15,15,0,A1
chatgpt,gpt-152.py,Import with 'as' extension ,1,1,0,B1
chatgpt,gpt-153.py,Print,7,7,0,A1
chatgpt,gpt-153.py,Print,8,8,0,A1
chatgpt,gpt-153.py,Print,14,14,0,A1
chatgpt,gpt-153.py,Print,15,15,0,A1
chatgpt,gpt-153.py,Simple Atributte,4,4,8,A2
chatgpt,gpt-153.py,Simple Atributte,11,11,13,A2
chatgpt,gpt-153.py,Simple Atributte,4,4,8,A2
chatgpt,gpt-153.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-153.py,Simple Assignment,11,11,0,A1
chatgpt,gpt-153.py,Import with 'as' extension ,1,1,0,B1
chatgpt,gpt-154.py,3 Nested List,4,4,23,A2
chatgpt,gpt-154.py,Simple List,4,4,24,A1
chatgpt,gpt-154.py,Simple List,4,4,38,A1
chatgpt,gpt-154.py,Simple List,4,4,52,A1
chatgpt,gpt-154.py,Simple Tuple,11,11,40,A1
chatgpt,gpt-154.py,Simple Tuple,18,18,43,A1
chatgpt,gpt-154.py,Print,7,7,0,A1
chatgpt,gpt-154.py,Print,8,8,0,A1
chatgpt,gpt-154.py,Print,14,14,0,A1
chatgpt,gpt-154.py,Print,15,15,0,A1
chatgpt,gpt-154.py,Print,21,21,0,A1
chatgpt,gpt-154.py,Print,22,22,0,A1
chatgpt,gpt-154.py,Simple Atributte,4,4,14,A2
chatgpt,gpt-154.py,Simple Atributte,11,11,28,A2
chatgpt,gpt-154.py,Simple Atributte,18,18,31,A2
chatgpt,gpt-154.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-154.py,Simple Assignment,11,11,0,A1
chatgpt,gpt-154.py,Simple Assignment,18,18,0,A1
chatgpt,gpt-154.py,Import with 'as' extension ,1,1,0,B1
chatgpt,gpt-155.py,3 Nested List,4,4,23,A2
chatgpt,gpt-155.py,Simple List,4,4,24,A1
chatgpt,gpt-155.py,Simple List,4,4,38,A1
chatgpt,gpt-155.py,Simple List,4,4,52,A1
chatgpt,gpt-155.py,Print,7,7,0,A1
chatgpt,gpt-155.py,Print,8,8,0,A1
chatgpt,gpt-155.py,Print,14,14,0,A1
chatgpt,gpt-155.py,Print,15,15,0,A1
chatgpt,gpt-155.py,Print,21,21,0,A1
chatgpt,gpt-155.py,Print,22,22,0,A1
chatgpt,gpt-155.py,Simple Atributte,4,4,14,A2
chatgpt,gpt-155.py,Simple Atributte,11,11,13,A2
chatgpt,gpt-155.py,Simple Atributte,18,18,13,A2
chatgpt,gpt-155.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-155.py,Simple Assignment,11,11,0,A1
chatgpt,gpt-155.py,Simple Assignment,18,18,0,A1
chatgpt,gpt-155.py,Import with 'as' extension ,1,1,0,B1
chatgpt,gpt-156.py,3 Nested List,4,4,23,A2
chatgpt,gpt-156.py,Simple List,4,4,24,A1
chatgpt,gpt-156.py,Simple List,4,4,38,A1
chatgpt,gpt-156.py,Simple List,4,4,52,A1
chatgpt,gpt-156.py,Simple List,5,5,21,A1
chatgpt,gpt-156.py,Print,8,8,0,A1
chatgpt,gpt-156.py,Print,9,9,0,A1
chatgpt,gpt-156.py,Print,15,15,0,A1
chatgpt,gpt-156.py,Print,16,16,0,A1
chatgpt,gpt-156.py,Print,22,22,0,A1
chatgpt,gpt-156.py,Print,23,23,0,A1
chatgpt,gpt-156.py,Simple Atributte,4,4,14,A2
chatgpt,gpt-156.py,Simple Atributte,5,5,12,A2
chatgpt,gpt-156.py,Simple Atributte,12,12,23,A2
chatgpt,gpt-156.py,Simple Atributte,19,19,24,A2
chatgpt,gpt-156.py,Simple Atributte,5,5,12,A2
chatgpt,gpt-156.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-156.py,Simple Assignment,5,5,0,A1
chatgpt,gpt-156.py,Simple Assignment,12,12,0,A1
chatgpt,gpt-156.py,Simple Assignment,19,19,0,A1
chatgpt,gpt-156.py,Import with 'as' extension ,1,1,0,B1
chatgpt,gpt-157.py,3 Nested List,5,5,18,A2
chatgpt,gpt-157.py,3 Nested List,6,6,18,A2
chatgpt,gpt-157.py,Simple List,5,5,19,A1
chatgpt,gpt-157.py,Simple List,5,5,30,A1
chatgpt,gpt-157.py,Simple List,5,5,41,A1
chatgpt,gpt-157.py,Simple List,6,6,19,A1
chatgpt,gpt-157.py,Simple List,6,6,30,A1
chatgpt,gpt-157.py,Simple List,6,6,41,A1
chatgpt,gpt-157.py,Simple Tuple,9,9,0,A1
chatgpt,gpt-157.py,Simple Tuple,9,9,37,A1
chatgpt,gpt-157.py,Simple Atributte,5,5,9,A2
chatgpt,gpt-157.py,Simple Atributte,6,6,9,A2
chatgpt,gpt-157.py,Simple Atributte,9,9,10,A2
chatgpt,gpt-157.py,Simple Atributte,12,12,0,A2
chatgpt,gpt-157.py,Simple Atributte,13,13,0,A2
chatgpt,gpt-157.py,Simple Atributte,14,14,0,A2
chatgpt,gpt-157.py,Simple Atributte,17,17,0,A2
chatgpt,gpt-157.py,Simple Atributte,18,18,0,A2
chatgpt,gpt-157.py,Simple Atributte,19,19,0,A2
chatgpt,gpt-157.py,Simple Atributte,22,22,0,A2
chatgpt,gpt-157.py,Simple Atributte,23,23,0,A2
chatgpt,gpt-157.py,Simple Assignment,5,5,0,A1
chatgpt,gpt-157.py,Simple Assignment,6,6,0,A1
chatgpt,gpt-157.py,Simple Assignment,9,9,0,A1
chatgpt,gpt-157.py,Import with 'as' extension ,1,1,0,B1
chatgpt,gpt-157.py,Import with 'as' extension ,2,2,0,B1
chatgpt,gpt-16.py,Print,9,9,0,A1
chatgpt,gpt-16.py,Simple Assignment,2,2,0,A1
chatgpt,gpt-16.py,Simple Assignment,3,3,0,A1
chatgpt,gpt-16.py,Assigment with sum (total = total + 1),6,6,0,A1
chatgpt,gpt-17.py,Print,2,2,0,A1
chatgpt,gpt-18.py,Print,5,5,0,A1
